,County,Higher Degree (Female),Higher Degree (Male),H.S. Diploma (Female),H.S. Diploma (Male),No H.S. Diploma (Female),No H.S. Diploma (Male)
1564,15243,60.771%,70.919%,35.073%,26.353%,4.156%,2.729%
1565,15260,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1566,15290,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1567,15332,36.828%,32.146%,58.770%,61.784%,4.401%,6.070%
1568,15642,44.995%,47.451%,50.348%,48.980%,4.657%,3.569%
1569,15668,57.970%,64.900%,39.537%,32.053%,2.493%,3.047%
1570,16046,68.950%,70.505%,29.214%,26.425%,1.836%,3.070%
1571,16055,38.503%,33.908%,57.843%,62.069%,3.654%,4.023%
1572,16059,46.796%,44.896%,49.900%,51.944%,3.304%,3.160%
1573,18013,32.532%,23.360%,55.537%,66.562%,11.931%,10.078%
1574,18014,28.715%,24.556%,61.348%,64.065%,9.937%,11.379%
1575,18015,36.640%,35.330%,48.117%,51.453%,15.243%,13.216%
1576,18017,41.117%,44.395%,48.430%,47.341%,10.454%,8.263%
1577,18018,35.906%,33.402%,54.240%,56.689%,9.854%,9.909%
1578,18020,44.985%,46.281%,49.334%,47.148%,5.681%,6.571%
1579,18032,32.013%,30.579%,61.460%,61.785%,6.528%,7.636%
1580,18035,40.909%,28.788%,59.091%,45.455%,0.000%,25.758%
1581,18038,33.810%,19.286%,56.486%,65.893%,9.704%,14.821%
1582,18040,53.048%,49.371%,43.258%,42.787%,3.694%,7.841%
1583,18042,28.763%,29.550%,59.092%,55.370%,12.145%,15.081%
1584,18045,40.325%,45.469%,52.946%,49.546%,6.729%,4.986%
1585,18055,40.251%,33.303%,53.653%,56.751%,6.096%,9.947%
1586,18063,15.421%,21.327%,84.579%,67.299%,0.000%,11.374%
1587,18064,41.603%,42.503%,47.771%,51.191%,10.626%,6.306%
1588,18067,35.718%,33.001%,56.362%,55.536%,7.919%,11.463%
1589,18072,30.641%,26.716%,62.650%,60.543%,6.709%,12.741%
1590,18077,54.102%,43.639%,42.687%,53.151%,3.210%,3.210%
1591,18083,22.222%,21.250%,65.608%,60.000%,12.169%,18.750%
1592,18085,54.396%,47.143%,40.385%,45.429%,5.220%,7.429%
1593,18086,42.051%,53.052%,35.897%,42.254%,22.051%,4.695%
1594,18088,32.536%,30.914%,58.552%,61.234%,8.912%,7.852%
1595,18091,37.540%,20.488%,51.124%,66.245%,11.335%,13.268%
1596,18109,24.185%,22.278%,57.072%,62.117%,18.744%,15.605%
1597,18343,25.991%,23.916%,64.947%,64.160%,9.062%,11.924%
1598,18351,43.684%,36.932%,49.474%,51.705%,6.842%,11.364%
1599,17019,36.507%,39.130%,55.382%,52.974%,8.111%,7.895%
1600,17222,34.971%,39.226%,52.839%,48.736%,12.190%,12.039%
1601,17301,22.670%,17.969%,60.939%,62.993%,16.391%,19.038%
1602,17304,33.480%,20.652%,54.515%,62.747%,12.004%,16.601%
1603,17306,8.730%,21.368%,76.190%,61.538%,15.079%,17.094%
1604,17307,30.709%,23.562%,59.657%,62.059%,9.634%,14.379%
1605,17316,31.061%,25.277%,60.965%,64.454%,7.974%,10.270%
1606,17320,38.224%,40.207%,56.546%,50.296%,5.230%,9.497%
1607,17324,20.538%,16.285%,58.074%,68.910%,21.388%,14.805%
1608,17325,35.329%,34.673%,52.738%,51.498%,11.933%,13.829%
1609,17331,28.172%,28.013%,60.895%,58.674%,10.933%,13.313%
1610,17340,34.835%,27.595%,53.766%,62.644%,11.399%,9.761%
1611,17343,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1612,17344,13.137%,25.342%,70.065%,68.395%,16.798%,6.262%
1613,17350,22.420%,20.445%,63.506%,66.659%,14.074%,12.896%
1614,17353,35.975%,34.281%,58.796%,53.293%,5.230%,12.425%
1615,17372,28.747%,21.476%,59.128%,55.665%,12.125%,22.859%
1616,15044,60.973%,64.268%,35.078%,33.601%,3.949%,2.131%
1617,15086,100.000%,34.161%,0.000%,65.839%,32.692%,13.665%
1618,16001,36.044%,33.038%,56.130%,59.108%,7.827%,7.853%
1619,16002,42.708%,33.225%,49.592%,55.387%,7.700%,11.387%
1620,16020,23.097%,20.092%,69.291%,62.356%,7.612%,17.552%
1621,16022,16.667%,15.741%,57.407%,69.444%,25.926%,14.815%
1622,16023,30.000%,24.811%,57.637%,67.904%,12.363%,7.285%
1623,16024,26.829%,28.182%,67.073%,56.364%,6.098%,15.455%
1624,16025,28.608%,22.652%,65.418%,70.485%,5.975%,6.863%
1625,16027,43.590%,32.895%,51.282%,59.211%,5.128%,7.895%
1626,16029,29.139%,26.071%,63.245%,68.929%,7.616%,5.000%
1627,16030,14.912%,9.402%,70.175%,70.940%,14.912%,19.658%
1628,16033,41.996%,38.915%,52.989%,53.061%,5.014%,8.024%
1629,16034,27.961%,19.688%,65.978%,67.813%,6.061%,12.500%
1630,16035,28.000%,20.000%,72.000%,80.000%,16.000%,11.429%
1631,16037,44.473%,36.927%,49.457%,56.343%,6.070%,6.730%
1632,16038,28.417%,21.827%,63.166%,60.631%,8.417%,17.542%
1633,16040,24.242%,16.981%,66.667%,65.094%,9.091%,17.925%
1634,16041,22.438%,12.248%,64.543%,72.544%,13.019%,15.209%
1635,16045,34.264%,17.417%,60.152%,70.270%,5.584%,12.312%
1636,16046,68.950%,70.505%,29.214%,26.425%,1.836%,3.070%
1637,16048,22.642%,20.000%,60.377%,76.000%,16.981%,4.000%
1638,16049,19.108%,16.004%,71.065%,69.195%,9.827%,14.801%
1639,16050,25.763%,19.355%,67.966%,68.121%,6.271%,12.524%
1640,16051,30.990%,30.076%,63.889%,62.429%,5.122%,7.495%
1641,16052,39.865%,41.574%,55.405%,51.663%,4.730%,6.763%
1642,16053,42.032%,47.762%,52.635%,45.269%,5.333%,6.969%
1643,16055,38.503%,33.908%,57.843%,62.069%,3.654%,4.023%
1644,16056,35.868%,37.006%,59.455%,55.287%,4.676%,7.707%
1645,16057,39.387%,37.224%,49.285%,56.060%,11.328%,6.716%
1646,16059,46.796%,44.896%,49.900%,51.944%,3.304%,3.160%
1647,16061,32.030%,24.602%,65.147%,66.932%,2.823%,8.466%
1648,16063,49.706%,52.263%,44.191%,40.924%,6.103%,6.813%
1649,16066,60.463%,69.060%,35.098%,29.013%,4.438%,1.927%
1650,16127,39.191%,41.377%,52.122%,49.625%,8.687%,8.998%
1651,16229,37.786%,33.071%,57.088%,60.855%,5.125%,6.074%
1652,16373,26.325%,25.416%,64.553%,64.510%,9.123%,10.074%
1653,16930,36.207%,28.935%,60.560%,59.954%,3.233%,11.111%
1654,16938,29.730%,17.216%,58.687%,65.568%,11.583%,17.216%
1655,17701,29.867%,31.351%,59.147%,57.024%,10.987%,11.625%
1656,17702,33.290%,31.310%,58.193%,62.057%,8.517%,6.633%
1657,17723,35.294%,22.222%,41.176%,55.556%,23.529%,22.222%
1658,17724,24.447%,16.617%,61.781%,70.399%,13.771%,12.984%
1659,17727,34.375%,38.462%,59.375%,46.154%,6.250%,15.385%
1660,17728,34.253%,32.660%,57.308%,55.653%,8.439%,11.688%
1661,17737,35.420%,23.942%,55.439%,64.864%,9.141%,11.195%
1662,17739,6.667%,16.667%,80.000%,83.333%,13.333%,0.000%
1663,17740,32.512%,24.025%,58.099%,62.269%,9.389%,13.705%
1664,17742,58.333%,33.333%,25.000%,33.333%,16.667%,33.333%
1665,17744,27.126%,19.754%,64.100%,62.260%,8.774%,17.986%
1666,17745,30.928%,26.801%,57.208%,61.415%,11.864%,11.784%
1667,17752,27.711%,20.266%,63.072%,65.059%,9.217%,14.675%
1668,17754,41.930%,41.361%,50.471%,48.859%,7.599%,9.781%
1669,17756,26.480%,34.909%,57.347%,52.792%,16.173%,12.300%
1670,17758,22.741%,14.679%,68.224%,72.783%,9.034%,12.538%
1671,17762,38.421%,33.846%,53.684%,64.103%,7.895%,2.051%
1672,17763,22.581%,26.667%,55.914%,58.889%,21.505%,14.444%
1673,17765,28.982%,14.615%,55.875%,71.538%,15.144%,13.846%
1674,17771,28.378%,22.386%,61.824%,63.235%,9.797%,14.379%
1675,17774,22.510%,16.932%,67.331%,64.143%,10.159%,18.924%
1676,17776,14.400%,10.484%,76.800%,74.194%,8.800%,15.323%
1677,17810,29.295%,12.034%,56.366%,72.373%,14.339%,15.592%
1678,17814,27.856%,21.523%,63.369%,67.430%,8.775%,11.048%
1679,17846,29.774%,27.620%,62.164%,59.581%,8.062%,12.799%
1680,17002,7.653%,7.080%,46.939%,41.593%,45.408%,51.327%
1681,17004,17.686%,19.117%,49.880%,47.936%,32.434%,32.947%
1682,17009,21.225%,14.145%,72.222%,69.079%,6.553%,16.776%
1683,17029,27.143%,0.000%,51.429%,71.845%,21.429%,28.155%
1684,17044,17.062%,18.705%,70.876%,68.327%,12.061%,12.968%
1685,17051,15.844%,14.425%,69.936%,70.599%,14.219%,14.976%
1686,17063,18.800%,12.801%,58.997%,70.324%,22.202%,16.874%
1687,17066,22.249%,15.372%,65.245%,68.250%,12.506%,16.378%
1688,17075,7.143%,5.556%,71.429%,75.000%,21.429%,19.444%
1689,17084,32.254%,31.206%,46.942%,51.560%,20.803%,17.234%
1690,17099,21.739%,6.444%,60.641%,65.632%,17.620%,27.924%
1691,17841,20.494%,14.530%,60.157%,61.016%,19.349%,24.454%
1692,16720,14.013%,10.515%,67.516%,78.970%,18.471%,10.515%
1693,16743,28.132%,26.547%,64.661%,62.491%,7.208%,10.962%
1694,16746,20.170%,18.600%,73.461%,71.554%,6.369%,9.847%
1695,16748,26.295%,16.370%,63.745%,70.601%,9.960%,13.029%
1696,16915,30.441%,31.622%,61.063%,56.271%,8.496%,12.107%
1697,16922,19.619%,21.399%,66.349%,68.724%,14.033%,9.877%
1698,16923,20.424%,18.229%,65.703%,69.965%,13.873%,11.806%
1699,16927,13.514%,12.749%,74.775%,55.777%,11.712%,31.474%
1700,16937,11.475%,3.604%,78.689%,74.775%,9.836%,21.622%
1701,16941,25.641%,4.255%,64.103%,91.489%,10.256%,4.255%
1702,16943,12.651%,10.825%,68.072%,63.402%,19.277%,25.773%
1703,16948,19.686%,20.000%,62.021%,65.472%,18.293%,14.528%
1704,16950,21.630%,13.909%,61.556%,64.748%,16.815%,21.343%
1705,17729,4.000%,17.391%,96.000%,73.913%,0.000%,8.696%
1706,15533,25.510%,17.795%,65.102%,54.739%,9.388%,27.466%
1707,15536,28.342%,18.023%,65.241%,75.581%,6.417%,6.395%
1708,16674,29.565%,12.016%,56.522%,68.217%,13.913%,19.767%
1709,16689,14.634%,22.699%,67.073%,61.350%,18.293%,15.951%
1710,16691,23.656%,19.835%,51.613%,69.421%,24.731%,10.744%
1711,16694,20.988%,8.696%,55.556%,75.362%,23.457%,15.942%
1712,17212,20.784%,14.552%,60.784%,72.388%,18.431%,13.060%
1713,17215,17.949%,26.829%,56.410%,73.171%,25.641%,0.000%
1714,17223,12.925%,7.563%,68.027%,66.387%,19.048%,26.050%
1715,17224,14.800%,9.178%,72.667%,76.986%,12.533%,13.836%
1716,17228,24.802%,17.526%,67.546%,69.330%,7.652%,13.144%
1717,17229,19.639%,16.901%,69.539%,72.535%,10.822%,10.563%
1718,17233,25.360%,16.694%,61.185%,71.089%,13.454%,12.217%
1719,17236,26.070%,19.393%,56.778%,57.944%,17.152%,22.664%
1720,17238,21.336%,19.180%,67.532%,67.049%,11.132%,13.770%
1721,17264,18.170%,13.879%,72.808%,68.525%,9.022%,17.596%
1722,17267,20.427%,18.408%,70.122%,66.866%,9.451%,14.726%
1723,15870,24.051%,24.731%,64.346%,71.183%,11.603%,4.086%
1724,16333,27.885%,20.000%,61.538%,64.348%,10.577%,15.652%
1725,16701,25.195%,26.061%,63.274%,62.446%,11.531%,11.493%
1726,16720,14.013%,10.515%,67.516%,78.970%,18.471%,10.515%
1727,16724,21.053%,23.913%,63.158%,69.565%,15.789%,6.522%
1728,16725,60.000%,29.268%,9.412%,59.756%,30.588%,10.976%
1729,16726,16.000%,24.034%,76.571%,60.515%,7.429%,15.451%
1730,16727,33.333%,25.352%,66.667%,66.197%,0.000%,8.451%
1731,16729,21.905%,32.028%,72.381%,56.584%,5.714%,11.388%
1732,16730,0.000%,53.333%,87.179%,46.667%,12.821%,0.000%
1733,16731,22.727%,19.911%,63.853%,67.897%,13.420%,12.192%
1734,16732,34.559%,5.914%,48.529%,94.086%,16.912%,0.000%
1735,16733,7.609%,26.761%,88.043%,42.254%,4.348%,30.986%
1736,16735,29.105%,24.130%,62.394%,66.828%,8.500%,9.043%
1737,16738,37.931%,13.944%,57.882%,77.575%,4.187%,8.480%
1738,16740,23.720%,16.981%,64.960%,71.968%,11.321%,11.051%
1739,16743,28.132%,26.547%,64.661%,62.491%,7.208%,10.962%
1740,16744,0.000%,3.810%,65.217%,70.476%,34.783%,25.714%
1741,16745,26.984%,19.289%,58.730%,70.558%,14.286%,10.152%
1742,16748,26.295%,16.370%,63.745%,70.601%,9.960%,13.029%
1743,16749,28.139%,24.744%,65.174%,62.986%,6.688%,12.270%
1744,16750,27.586%,27.907%,64.828%,65.116%,7.586%,6.977%
1745,15012,38.161%,34.272%,56.512%,59.381%,5.327%,6.347%
1746,15018,19.216%,23.823%,77.647%,69.529%,3.137%,6.648%
1747,15062,27.667%,30.008%,64.274%,58.295%,8.059%,11.697%
1748,15068,35.879%,36.747%,55.810%,54.011%,8.311%,9.242%
1749,15072,0.000%,16.949%,67.500%,83.051%,32.500%,0.000%
1750,15083,15.302%,16.717%,74.733%,72.644%,9.964%,10.638%
1751,15085,43.556%,42.279%,52.365%,53.444%,4.078%,4.277%
1752,15087,11.905%,0.000%,88.095%,67.901%,0.000%,32.099%
1753,15089,31.900%,30.062%,59.783%,64.296%,8.317%,5.642%
1754,15131,29.604%,47.274%,65.318%,47.696%,5.078%,5.030%
1755,15137,32.660%,26.732%,61.662%,66.507%,5.678%,6.761%
1756,15146,47.172%,51.976%,47.664%,43.483%,5.164%,4.541%
1757,15448,12.903%,0.000%,45.161%,83.193%,41.935%,16.807%
1758,15479,29.863%,28.862%,62.877%,62.466%,7.260%,8.672%
1759,15501,26.882%,26.068%,62.868%,59.636%,10.251%,14.297%
1760,15531,26.783%,23.273%,61.575%,62.777%,11.642%,13.950%
1761,15601,43.517%,42.828%,49.973%,49.870%,6.510%,7.302%
1762,15610,33.094%,29.787%,53.957%,58.751%,12.950%,11.462%
1763,15611,10.714%,60.067%,87.755%,38.926%,1.531%,1.007%
1764,15612,11.111%,9.220%,75.439%,90.780%,13.450%,0.000%
1765,15613,29.079%,31.288%,61.560%,63.072%,9.362%,5.640%
1766,15615,19.672%,19.512%,80.328%,80.488%,6.557%,0.000%
1767,15616,100.000%,0.000%,0.000%,100.000%,100.000%,0.000%
1768,15617,26.119%,13.816%,65.672%,63.816%,8.209%,22.368%
1769,15618,27.128%,15.595%,65.000%,70.476%,7.872%,13.929%
1770,15620,13.480%,4.893%,83.699%,59.021%,2.821%,36.086%
1771,15621,100.000%,100.000%,100.000%,0.000%,0.000%,100.000%
1772,15622,27.833%,35.774%,65.764%,38.703%,6.404%,25.523%
1773,15623,20.968%,19.917%,55.806%,63.071%,23.226%,17.012%
1774,15624,18.571%,28.000%,81.429%,40.000%,0.000%,32.000%
1775,15625,83.333%,0.000%,16.667%,80.702%,0.000%,19.298%
1776,15626,42.810%,40.011%,53.346%,51.229%,3.844%,8.761%
1777,15627,28.408%,21.673%,61.466%,69.264%,10.126%,9.063%
1778,15628,24.658%,22.394%,55.708%,62.934%,19.635%,14.672%
1779,15629,28.873%,12.853%,65.141%,79.937%,5.986%,7.210%
1780,15632,48.582%,51.140%,42.968%,43.553%,8.450%,5.308%
1781,15633,33.929%,9.649%,30.357%,76.316%,35.714%,14.035%
1782,15634,19.212%,23.121%,76.847%,60.116%,3.941%,16.763%
1783,15635,21.818%,28.125%,78.182%,71.875%,21.818%,28.125%
1784,15636,59.138%,53.642%,36.472%,45.107%,4.389%,1.251%
1785,15637,30.694%,26.012%,65.417%,68.497%,3.889%,5.491%
1786,15638,10.945%,7.143%,65.174%,62.857%,23.881%,30.000%
1787,15639,27.618%,30.364%,68.239%,63.023%,4.143%,6.613%
1788,15640,41.489%,35.676%,54.787%,61.081%,3.723%,3.243%
1789,15641,22.360%,20.370%,76.398%,69.136%,1.242%,10.494%
1790,15642,44.995%,47.451%,50.348%,48.980%,4.657%,3.569%
1791,15644,34.480%,32.893%,59.452%,60.478%,6.068%,6.629%
1792,15646,23.864%,20.270%,56.818%,79.730%,19.318%,0.000%
1793,15647,8.696%,0.000%,91.304%,100.000%,8.696%,0.000%
1794,15650,34.400%,33.228%,57.825%,59.148%,7.775%,7.624%
1795,15655,52.414%,43.066%,47.586%,45.985%,0.000%,10.949%
1796,15656,35.792%,34.416%,56.260%,57.509%,7.948%,8.075%
1797,15658,42.198%,39.585%,52.279%,53.696%,5.523%,6.720%
1798,15660,47.273%,0.000%,30.909%,72.388%,21.818%,27.612%
1799,15661,40.306%,4.813%,59.694%,72.193%,0.000%,22.995%
1800,15662,100.000%,100.000%,0.000%,100.000%,100.000%,0.000%
1801,15663,24.516%,17.308%,67.097%,75.000%,8.387%,7.692%
1802,15665,35.674%,29.773%,53.890%,64.545%,10.436%,5.682%
1803,15666,32.088%,27.943%,57.696%,63.255%,10.216%,8.802%
1804,15668,57.970%,64.900%,39.537%,32.053%,2.493%,3.047%
1805,15670,25.145%,22.254%,67.971%,70.854%,6.884%,6.892%
1806,15671,45.745%,40.070%,48.404%,59.930%,5.851%,0.000%
1807,15672,38.055%,39.267%,58.270%,57.218%,3.675%,3.515%
1808,15675,21.257%,12.195%,75.150%,82.927%,3.593%,4.878%
1809,15676,44.865%,13.821%,47.568%,74.797%,7.568%,11.382%
1810,15677,39.429%,34.932%,56.571%,58.904%,4.000%,6.164%
1811,15678,28.169%,22.667%,61.972%,60.000%,9.859%,17.333%
1812,15679,25.794%,16.815%,65.079%,75.173%,9.127%,8.012%
1813,15680,29.310%,42.500%,63.793%,37.500%,6.897%,20.000%
1814,15681,25.814%,28.353%,67.676%,61.686%,6.511%,9.960%
1815,15683,35.423%,29.120%,57.441%,65.745%,7.136%,5.135%
1816,15684,22.105%,10.294%,77.895%,86.029%,0.000%,3.676%
1817,15687,25.778%,11.277%,64.444%,76.596%,9.778%,12.128%
1818,15688,16.953%,23.460%,76.658%,70.968%,6.388%,5.572%
1819,15689,44.615%,30.573%,55.385%,61.146%,0.000%,8.280%
1820,15690,24.797%,21.839%,65.434%,66.565%,9.769%,11.596%
1821,15691,0.000000%,-100.000000%,10.914%,-100.000000%,16.865%,0.000000%
1822,15692,22.772%,31.263%,62.376%,54.509%,14.851%,14.228%
1823,15693,100.000%,100.000%,100.000%,0.000%,0.000%,100.000%
1824,15695,19.531%,19.872%,80.469%,64.103%,0.000%,16.026%
1825,15696,37.500%,27.523%,56.731%,62.385%,5.769%,10.092%
1826,15697,31.676%,26.372%,58.840%,62.271%,9.484%,11.357%
1827,15698,30.915%,10.922%,69.085%,86.007%,0.000%,3.072%
1828,15717,29.251%,23.179%,62.309%,67.482%,8.440%,9.339%
1829,15779,35.567%,22.517%,55.670%,68.212%,8.763%,9.272%
1830,15923,20.034%,20.817%,68.930%,70.623%,11.036%,8.560%
1831,15944,23.790%,24.648%,65.192%,63.441%,11.018%,11.911%
1832,15954,25.969%,18.261%,60.870%,68.696%,13.161%,13.043%
1833,16229,37.786%,33.071%,57.088%,60.855%,5.125%,6.074%
1834,17045,24.212%,24.540%,60.575%,56.342%,15.213%,19.118%
1835,17063,18.800%,12.801%,58.997%,70.324%,22.202%,16.874%
1836,17086,17.933%,13.868%,65.753%,69.084%,16.314%,17.048%
1837,17812,13.596%,17.241%,70.175%,57.543%,16.228%,25.216%
1838,17813,19.890%,19.836%,66.667%,64.432%,13.443%,15.732%
1839,17827,32.813%,28.520%,59.375%,60.289%,7.813%,11.191%
1840,17841,20.494%,14.530%,60.157%,61.016%,19.349%,24.454%
1841,17842,22.137%,19.208%,65.003%,65.916%,12.860%,14.875%
1842,17853,13.014%,11.721%,56.077%,54.884%,30.909%,33.395%
1843,17861,48.649%,75.556%,51.351%,24.444%,0.000%,24.444%
1844,17862,10.204%,14.644%,68.707%,83.682%,21.088%,1.674%
1845,17864,16.273%,14.602%,52.156%,44.838%,31.572%,40.560%
1846,17870,33.731%,32.646%,52.511%,54.283%,13.758%,13.071%
1847,17876,30.189%,31.843%,56.604%,67.084%,13.208%,1.073%
1848,17889,40.126%,30.444%,47.479%,54.821%,12.395%,14.735%
1849,18030,26.667%,20.820%,67.667%,68.139%,5.667%,11.041%
1850,18058,27.210%,25.786%,61.587%,66.823%,11.203%,7.391%
1851,18071,24.918%,23.633%,58.757%,58.148%,16.325%,18.219%
1852,18201,17.518%,19.494%,57.511%,58.079%,24.972%,22.427%
1853,18210,31.352%,27.262%,68.005%,65.234%,0.644%,7.504%
1854,18211,27.482%,25.547%,69.504%,69.891%,3.014%,4.562%
1855,18212,35.938%,29.231%,64.063%,33.846%,0.000%,36.923%
1856,18216,13.838%,14.857%,78.590%,81.143%,7.572%,4.000%
1857,18229,31.408%,26.055%,62.370%,62.791%,6.222%,11.153%
1858,18230,7.500%,14.286%,80.000%,85.714%,12.500%,0.000%
1859,18232,21.194%,24.645%,60.094%,62.480%,18.712%,12.875%
1860,18235,26.879%,27.724%,61.962%,60.716%,11.158%,11.560%
1861,18237,18.876%,18.973%,70.973%,72.594%,10.151%,8.433%
1862,18240,23.146%,26.557%,70.547%,61.590%,6.306%,11.853%
1863,18244,24.771%,6.202%,66.972%,68.217%,8.257%,25.581%
1864,18250,37.166%,26.886%,56.160%,69.297%,6.674%,3.816%
1865,18254,23.596%,16.422%,70.787%,80.352%,5.618%,3.226%
1866,18255,24.772%,21.379%,67.882%,69.351%,7.346%,9.270%
1867,18610,24.234%,17.025%,70.438%,75.696%,5.328%,7.278%
1868,18624,31.222%,62.983%,68.778%,37.017%,0.000%,6.630%
1869,18661,29.568%,25.434%,61.035%,67.534%,9.397%,7.032%
1870,16611,25.627%,20.970%,66.630%,70.462%,7.743%,8.568%
1871,16621,12.454%,13.306%,67.766%,67.339%,19.780%,19.355%
1872,16622,25.641%,22.388%,69.231%,64.179%,5.128%,13.433%
1873,16623,20.103%,18.519%,69.072%,66.667%,10.825%,14.815%
1874,16634,29.703%,11.864%,65.347%,78.814%,4.950%,9.322%
1875,16638,23.529%,23.077%,76.471%,69.231%,0.000%,7.692%
1876,16647,37.153%,26.022%,56.597%,63.569%,6.250%,10.409%
1877,16652,30.394%,17.937%,63.074%,68.745%,6.532%,13.318%
1878,16657,21.237%,17.611%,69.691%,72.874%,9.072%,9.514%
1879,16669,31.514%,25.280%,55.211%,64.384%,13.275%,10.336%
1880,16674,29.565%,12.016%,56.522%,68.217%,13.913%,19.767%
1881,16678,23.712%,21.915%,61.516%,62.284%,14.772%,15.802%
1882,16683,40.845%,32.927%,54.225%,64.634%,4.930%,2.439%
1883,16685,17.241%,11.538%,62.069%,59.615%,20.690%,28.846%
1884,16686,30.382%,25.486%,62.070%,66.166%,7.549%,8.348%
1885,16694,20.988%,8.696%,55.556%,75.362%,23.457%,15.942%
1886,16865,55.252%,54.276%,44.317%,36.342%,0.432%,9.382%
1887,16877,43.871%,37.758%,55.000%,56.932%,1.129%,5.310%
1888,17002,7.653%,7.080%,46.939%,41.593%,45.408%,51.327%
1889,17052,21.724%,8.022%,69.120%,76.679%,9.156%,15.299%
1890,17060,15.718%,12.061%,61.731%,72.149%,22.551%,15.789%
1891,17066,22.249%,15.372%,65.245%,68.250%,12.506%,16.378%
1892,17213,18.605%,18.341%,63.256%,65.066%,18.140%,16.594%
1893,17215,17.949%,26.829%,56.410%,73.171%,25.641%,0.000%
1894,17229,19.639%,16.901%,69.539%,72.535%,10.822%,10.563%
1895,17239,42.500%,9.375%,51.250%,71.875%,6.250%,18.750%
1896,17243,18.200%,10.761%,71.429%,73.284%,10.372%,15.955%
1897,17249,12.579%,11.940%,76.101%,69.403%,11.321%,18.657%
1898,17253,33.333%,10.588%,58.065%,75.294%,8.602%,14.118%
1899,17255,11.326%,11.082%,79.282%,72.423%,9.392%,16.495%
1900,17260,17.433%,12.293%,67.312%,74.941%,15.254%,12.766%
1901,17264,18.170%,13.879%,72.808%,68.525%,9.022%,17.596%
1902,16057,39.387%,37.224%,49.285%,56.060%,11.328%,6.716%
1903,16110,20.635%,16.084%,65.873%,72.028%,13.492%,11.888%
1904,16113,42.208%,33.088%,56.494%,66.912%,1.299%,0.000%
1905,16114,19.500%,10.573%,69.500%,71.806%,11.000%,17.621%
1906,16121,28.928%,17.782%,58.386%,63.421%,12.686%,18.798%
1907,16124,20.477%,23.273%,61.992%,61.562%,17.532%,15.165%
1908,16125,28.997%,26.891%,62.727%,62.609%,8.276%,10.500%
1909,16127,39.191%,41.377%,52.122%,49.625%,8.687%,8.998%
1910,16130,18.966%,14.383%,68.700%,67.300%,12.334%,18.318%
1911,16133,20.482%,17.384%,65.232%,67.742%,14.286%,14.875%
1912,16134,28.064%,26.372%,60.794%,58.902%,11.142%,14.726%
1913,16137,31.002%,22.561%,57.828%,64.863%,11.169%,12.575%
1914,16142,36.150%,37.486%,44.407%,39.227%,19.443%,23.286%
1915,16143,22.550%,20.617%,71.713%,65.022%,5.737%,14.361%
1916,16145,26.923%,20.899%,62.370%,65.935%,10.707%,13.166%
1917,16146,26.344%,28.355%,59.929%,56.565%,13.727%,15.081%
1918,16148,36.401%,38.473%,57.257%,56.392%,6.341%,5.134%
1919,16150,31.806%,30.956%,60.280%,62.804%,7.914%,6.240%
1920,16151,33.333%,6.667%,63.333%,60.000%,3.333%,33.333%
1921,16153,29.180%,26.935%,63.716%,60.681%,7.104%,12.384%
1922,16154,23.767%,12.961%,69.395%,80.559%,6.839%,6.480%
1923,16156,32.460%,28.128%,55.343%,61.009%,12.198%,10.863%
1924,16159,29.968%,25.657%,63.104%,63.182%,6.928%,11.161%
1925,16161,26.271%,12.406%,62.147%,75.188%,11.582%,12.406%
1926,16311,32.609%,25.888%,61.957%,63.452%,5.435%,10.660%
1927,16314,27.597%,15.564%,62.222%,67.867%,10.181%,16.570%
1928,16342,19.448%,17.117%,58.343%,66.554%,22.209%,16.329%
1929,16362,27.830%,15.333%,64.151%,65.333%,8.019%,19.333%
1930,44425,32.132%,26.370%,61.959%,66.382%,5.909%,7.248%
1931,16312,816.292046%,100.000%,0.000000%,0.000000%,0.000000%,13.020590%
1932,16313,18.472%,12.363%,69.627%,70.110%,11.901%,17.527%
1933,16329,21.910%,16.019%,69.663%,74.757%,8.427%,9.223%
1934,16340,29.556%,22.857%,64.625%,71.169%,5.819%,5.974%
1935,16345,35.218%,35.208%,58.671%,56.245%,6.112%,8.546%
1936,16347,23.333%,24.074%,68.642%,68.981%,8.025%,6.944%
1937,16350,24.035%,17.753%,68.026%,68.652%,7.938%,13.596%
1938,16351,18.019%,21.013%,74.513%,69.981%,7.468%,9.006%
1939,16352,19.540%,13.084%,64.368%,80.374%,16.092%,6.542%
1940,16354,23.117%,23.693%,65.571%,63.626%,11.312%,12.681%
1941,16365,34.112%,31.979%,59.513%,58.949%,6.375%,9.073%
1942,16371,23.966%,20.725%,66.745%,67.565%,9.290%,11.710%
1943,16402,24.609%,26.909%,65.625%,56.000%,9.766%,17.091%
1944,16405,33.083%,21.942%,56.015%,71.223%,10.902%,6.835%
1945,16407,26.799%,24.588%,64.243%,63.090%,8.958%,12.322%
1946,16416,94.118%,75.000%,5.882%,25.000%,7.843%,20.313%
1947,16420,16.300%,16.418%,66.960%,60.448%,16.740%,23.134%
1948,16434,20.624%,13.043%,55.396%,60.870%,23.981%,26.087%
1949,16436,28.571%,23.077%,64.835%,74.519%,6.593%,2.404%
